Product_Code,Normalized_Code,Source_URL,OEM_No,Vehicle,HS_Code,Weight_kg,Image_URL,Lifecycle_Status,Lifecycle_Note,Replacement_Out,Replacement_In,Changed
C453280,C453280,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c453280_mann-filter.html,,JENBACHER GASMOTOREN,84213100,10.6,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C4532652X,C4532652X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c453265/2x_mann-filter.html,"1W-3637, 251-5886","CATERPILLAR, WIRTGEN (wirtgen Group)",84213100,11.16,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C454444,C454444,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c454444_mann-filter.html,,,84213100,15.1,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 45 3265/2,C4532652,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c453265/2x_mann-filter.html,"1W-3637, 251-5886","CATERPILLAR, WIRTGEN (wirtgen Group)",842131,12.05,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C46010,C46010,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c46010_mann-filter.html,"642 094 15 04, 642 094 3000, A 642 094 15 04, A 642 094 30 00",Mercedes-Benz,84213100,0.237,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C46150,C46150,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c46150_mann-filter.html,"5016 998, 860 X 9601 SA, 25062196, 069 129 620 A",Audi,84213100,0.302,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C46001,C46001,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c46001_mann-filter.html,,,,,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,New,,,yes
C4692,C4692,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c4692_mann-filter.html,"4X43-9601-BA, C2S 26965, C2S 36774",JAGUAR,84213100,0.23,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C4694,C4694,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c4694_mann-filter.html,"178 810 140 020, F 178 810 140 020, X 178 810 140 020",Fendt,84213100,0.241,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/142.jpg,active,,,,yes
C47109,C47109,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c47109_mann-filter.html,"111 094 02 04, 111094020467, A 111 094 02 04, A111094020467",Mercedes-Benz,84213100,0.292,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C4695,C4695,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c4695_mann-filter.html,,"BECKER-KOMPRESSOREN, HITACHI ZX-",84213100,0.03,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C48140,C48140,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c48140_mann-filter.html,"0433 6385, 430 7641, 1-2123-360-313.00, 1-2123-360-454.00, H 716 810 130 010, L58629",Fendt,84213100,0.331,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/142.jpg,active,,,,yes
C46,C46,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c46_mann-filter.html,,RIETSCHLE,84213100,0.038,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C48183,C48183,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c48183_mann-filter.html,"5022 745, 890 X 9601 FA, 25062206, 603 094 01 04, A 603 094 01 04, 0 525 981",Mercedes-Benz,84213100,0.507,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C49001,C49001,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c49001_mann-filter.html,13 71 8 626 739,BMW,84213100,0.236,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C49002,C49002,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c49002_mann-filter.html,"004 094 72 04, 004 094 90 04, 686 094 08 04, A 004 094 72 04, A 004 094 90 04, A 686 094 08 04",Mercedes-Benz,84213100,1.884,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/057.jpg,active,,,,yes
C50001,C50001,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c50001_mann-filter.html,"642 094 15 04, A 642 094 15 04",Mercedes-Benz,84213100,0.205,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,discontinued,Replacement code: C 46 010. Not in production since 2022-09 according to MANN-FILTER source.,C 46 010,,yes
C50003,C50003,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c50003_mann-filter.html,"ACP0347210, 12251522",Claas,84213100,5.04,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C50005,C50005,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c50005_mann-filter.html,"004 094 69 04, 004 094 91 04, 004 094 97 04, A 004 094 69 04, A 004 094 91 04, A 004 094 97 04",Mercedes-Benz,84213100,2.312,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/057.jpg,active,,,,yes
C48,C48,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c48_mann-filter.html,,,84213100,0.028,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C500041,C500041,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c50004/1_mann-filter.html,"004 094 68 04, 004 094 92 04, 004 094 96 04, A 004 094 68 04, A 004 094 92 04, A 004 094 96 04",Mercedes-Benz,84213100,2.476,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/057.jpg,active,,,,yes
C5001,C5001,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c5001_mann-filter.html,"000 476 01 19, A 000 075 13 32, A 000 476 01 19",Mercedes-Benz,84213100,0.037,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/466.jpg,active,,,,yes
C5004X,C5004X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c5004x_mann-filter.html,1510402,GENIE,842131,0.1,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,New,,,yes
C5082,C5082,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c5082_mann-filter.html,13 71 7 534 825,BMW,84213100,0.234,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C51001,C51001,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c51001_mann-filter.html,13 71 7 800 151,BMW,84213100,0.685,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/057.jpg,active,,,,yes
C 5082/1,C50821,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c5082/1_mann-filter.html,,,842131,0.3,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,discontinued,Replacement code: C 5082/2. Not in production since 2012-07 according to MANN-FILTER source.,C 5082/2,,yes
C 48/2 (4),C4824,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c48/2(4)_mann-filter.html,,,842131,0.335,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2015-11 according to MANN-FILTER source.,,,yes
C50822,C50822,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c5082/2_mann-filter.html,"1444 RK, 1444 RW, 1444 XG, 1444 RJ, 1444 RV","CITROEN, DS AUTOMOBILES DS3, PEUGEOT 208 308",84213100,0.24,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C52107,C52107,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c52107_mann-filter.html,"111 094 03 04, A 111 094 03 04",Mercedes-Benz,84219990,0.299,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C54165,C54165,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c54165_mann-filter.html,"996.110.131.51, 996.110.131.52",PORSCHE 911 (996) 911 (997),84213100,0.344,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C55102,C55102,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c55102_mann-filter.html,"04411228, 441 1228","DEUTZ-FAHR (same Deutz-Fahr), HUERLIMANN TRAKTOREN XL COM 3 XL, XL DCR",84213100,0.277,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/142.jpg,active,,,,yes
C521,C521,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c52/1_mann-filter.html,"619225, 74 21 064 484, 21064484","Renault, Volvo",84213100,0.038,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/466.jpg,active,,,,yes
C551,C551,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c551_mann-filter.html,,JENBACHER,84213100,2.41,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 57 1895,C571895,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c571895_mann-filter.html,,,842131,12.6,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2020-02 according to MANN-FILTER source.,,,yes
C573754,C573754,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c573754_mann-filter.html,"432 628 00, 002 094 02 04, A 002 094 02 04",,84213100,16.2,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 56/1 (4),C5614,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c56/1(4)_mann-filter.html,,,842131,0.335,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2014-10 according to MANN-FILTER source.,,,yes
C 55 (4),C554,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c55(4)_mann-filter.html,,,842131,0.335,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2015-11 according to MANN-FILTER source.,,,yes
C581851,C581851,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c58185/1_mann-filter.html,"13 71 2 243 783, 13 71 2 246 416, 22 46 4 16",BMW,84213100,0.41,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C 55,C55,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c55_mann-filter.html,,,842131,0.932,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2015-11 according to MANN-FILTER source.,,,yes
C6003,C6003,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c6003_mann-filter.html,,RIETSCHLE,84213100,0.03,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C60031,C60031,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c6003/1_mann-filter.html,,RIETSCHLE,84213100,0.035,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2025-12 according to MANN-FILTER source.,,,yes
C 6005,C6005,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c6005_mann-filter.html,"47640920, KHJ22151, KHJ22152, 72951908, 72281517","CASE CONSTRUCTION, KOBELCO, NEW HOLLAND CONSTRUCTION E, TAKEUCHI TB 1",842131,0.279,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2020-11 according to MANN-FILTER source.,,,yes
C6006,C6006,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c6006_mann-filter.html,"159702A1, 47587350, 4437838, 335/F0621, KRJ3461, 77282567, YN57V00002S002, YN57V00002S010, YN57V00004S002, YN57V00005S002, 207-60-51310, RD411-62150, W9505-55071, 72214502, 14500233, VOE14500233","CASE CONSTRUCTION, HYUNDAI CONSTRUCTION R -, JCB (j, C, Bamford) JS, JZ, KOBELCO, KUBOTA",84213100,0.024,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C6010,C6010,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c6010_mann-filter.html,84457330,NEW HOLLAND,842131,0.16,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,New,,,yes
C60148,C60148,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c60148_mann-filter.html,"6243528M1, 345.0018 M1, 198 810 140 010, F 178 810 140 010, F 198 810 140 010, 1036019436, EPJC60148, 86545652, 922214",Fendt,84213100,0.377,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/142.jpg,active,,,,yes
C6008,C6008,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c6008_mann-filter.html,,"JCB (j, C, Bamford) 100 -, KOMATSU PC",,,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,New,,,yes
C60230,C60230,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c60230_mann-filter.html,"002 094 92 04, 002 094 94 04, A 002 094 92 04, A 002 094 94 04","Evobus, Mercedes-Benz, Setra",84213100,0.644,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C60345,C60345,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c60345_mann-filter.html,"002 094 93 04, 004 094 03 04, 004 094 41 04, 004 094 67 04, A 002 094 93 04, A 004 094 03 04, A 004 094 41 04, A 004 094 67 04","Evobus, Mercedes-Benz, Setra",84213100,0.816,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C61002,C61002,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c61002_mann-filter.html,4K0 133 843 G,Audi,84213100,0.344,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C612754,C612754,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c612754_mann-filter.html,X00021909,MTU 8000,842131,14.51,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/057.jpg,discontinued,Not in production since 2022-01 according to MANN-FILTER source.,,,yes
C62001,C62001,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c62001_mann-filter.html,81.08405-0032,MAN,84213100,2.232,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C630,C630,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c630_mann-filter.html,"ACP0225000, 0170.5800.1, FC44-2W875-AA, 23092497, 11698297, 23M 616 837, 23770733, 23513151","Fendt, Scania",84213100,0.054,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C6121,C6121,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c612/1_mann-filter.html,,RIETSCHLE,84213100,0.11,,active,,,,yes
C 64 1500,C641500,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c641500_mann-filter.html,,,842131,3.647,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,discontinued,Replacement code: C 64 1500/1. Not in production since 2009-09 according to MANN-FILTER source.,C 64 1500/1,,yes
C 610/2,C6102,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c610/2_mann-filter.html,,"BUSCH VACUUM PUMPS, RIETSCHLE",842131,0.118,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2014-03 according to MANN-FILTER source.,,,yes
C641,C641,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c64/1_mann-filter.html,,RIETSCHLE,84213100,0.038,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C6415001,C6415001,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c641500/1_mann-filter.html,"003 094 90 04, 004 094 11 04, 004 094 66 04, 004 094 87 04, 686 094 05 04, A 003 094 90 04, A 004 094 11 04, A 004 094 66 04, A 004 094 87 04, A 686 094 05 04, B222100000371",Mercedes-Benz,84213100,3.675,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C642,C642,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c64/2_mann-filter.html,,BAUER,84213100,0.038,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C643,C643,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c64/3_mann-filter.html,,"BASE VAC, BECKER-KOMPRESSOREN, BUSCH VACUUM PUMPS",84213100,0.04,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 63,C63,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c63_mann-filter.html,,BECKER-KOMPRESSOREN,842131,0.1,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2022-01 according to MANN-FILTER source.,,,yes
C654,C654,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c65/4_mann-filter.html,,,842131,0.07,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2021-03 according to MANN-FILTER source.,,,yes
C68001,C68001,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c68001_mann-filter.html,13 71 3 428 558,BMW,84213100,0.364,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C661,C661,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c66/1_mann-filter.html,,RIETSCHLE,84213100,0.048,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C69226,C69226,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c69226_mann-filter.html,970.110.220.01,PORSCHE,84213100,0.595,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C66,C66,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c66_mann-filter.html,,RIETSCHLE,84213100,0.044,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 65,C65,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c65_mann-filter.html,,,842131,0.26,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2013-10 according to MANN-FILTER source.,,,yes
C691,C691,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c69/1_mann-filter.html,,RIETSCHLE,84213100,0.09,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C7003,C7003,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c7003_mann-filter.html,"20602500, 32002500, 36073900, V20602500, V36073900","VALTRA, VALMET (AGCO)",84213100,0.272,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/420.jpg,active,,,,yes
C7004Z,C7004Z,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c7004z_mann-filter.html,"1204675-1, 05 742 959, 421-1888, 3K-1J41905810, 3K-1J77005810, 32K4301010, 1J770-05810, 940867, 110536010, SBA110536010, 47673104, 16678561, VOE16679561","AEBI TRAKTOREN (CH) TT, BOMAG, CASE-IH (cnh Global), CATERPILLAR 200, DIECI AGRI FARMER",84213100,0.046,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C7005,C7005,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c7005_mann-filter.html,522-1451,CATERPILLAR 300,842129,0.2,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,New,,,yes
C7006,C7006,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c7006_mann-filter.html,599523,MANITOU,842131,0.27,,active,New,,,yes
C7007X,C7007X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c7007x_mann-filter.html,"46406, 05824000, 886160, 81.06670-6003, 9624551000",VOEGELE (wirtgen Group),842129,0.3,,active,New,,,yes
C7111,C7111,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c711/1_mann-filter.html,"81.54102-0001, 002 9305, 367.11.52.402",,84213100,0.092,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C7101,C7101,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c710/1_mann-filter.html,"092.35.078, 928.113.445.00",PORSCHE 928,84213100,0.055,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C7112,C7112,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c711/2_mann-filter.html,,RIETSCHLE,84213100,0.07,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C712,C712,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c712_mann-filter.html,432 612 00,,84213100,0.098,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C711,C711,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c711_mann-filter.html,,,84213100,0.114,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C716X,C716X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c716x_mann-filter.html,"00 0796 519 0, 00 3961 0000, 541 010 00 80, A 541 010 00 80, 520 018 003-5, 4414 8712","Evobus, Mercedes-Benz, Setra, Faun",84213100,0.113,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C715,C715,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c715_mann-filter.html,,,84213100,0.084,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C7131,C7131,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c713/1_mann-filter.html,,RIETSCHLE,84213100,0.066,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C713,C713,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c713_mann-filter.html,,"BASE VAC, BECKER-KOMPRESSOREN",84213100,0.114,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C7171,C7171,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c717/1_mann-filter.html,,RIETSCHLE,84213100,0.144,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C7181,C7181,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c718/1_mann-filter.html,,,84213100,0.112,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C74002,C74002,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c74002_mann-filter.html,"971.129.620, 971.129.620.A, 971.129.620.B",PORSCHE,84213100,0.53,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C718,C718,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c718_mann-filter.html,,"BASE VAC, BECKER-KOMPRESSOREN, BUSCH VACUUM PUMPS",84213100,0.148,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C74,C74,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c74_mann-filter.html,,BECKER-KOMPRESSOREN,84213100,0.06,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C751,C751,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c75/1_mann-filter.html,,"BECKER-KOMPRESSOREN, BUSCH VACUUM PUMPS",84213100,0.048,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C752,C752,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c75/2_mann-filter.html,,"BASE VAC, BECKER-KOMPRESSOREN",84213100,0.05,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C75,C75,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c75_mann-filter.html,,"BUSCH VACUUM PUMPS, P, V, R, RIETSCHLE",84213100,0.068,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C754,C754,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c75/4_mann-filter.html,"126 3113, EAC 5041, SA12576, 000 131 00 97, A 000 131 00 97","DEUTZ-FAHR (same Deutz-Fahr) DX, RIETSCHLE",84213100,0.066,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C762,C762,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c76/2_mann-filter.html,,BECKER-KOMPRESSOREN,842131,0.05,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2021-06 according to MANN-FILTER source.,,,yes
C 78,C78,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c78_mann-filter.html,"113.131.123, 930.113.401.00, 113 131 123","PORSCHE 911, VALTRA, VALMET (AGCO)",842131,0.097,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2016-10 according to MANN-FILTER source.,,,yes
C777,C777,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c77/7_mann-filter.html,"89500339085, 50 01858 063, 299 6238, 299 7535, 500086330, 5003 39085, 5801962824, 5801962827, 5801962827 EC, 279-GB-43M, 500339085",Iveco,84213100,0.28,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C782,C782,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c78/2_mann-filter.html,,BECKER-KOMPRESSOREN,84213100,0.07,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C786,C786,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c78/6_mann-filter.html,,BECKER-KOMPRESSOREN,84213100,0.176,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 76/3,C763,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c76/3_mann-filter.html,93578300,,842131,0.26,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2010-03 according to MANN-FILTER source.,,,yes
C791,C791,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c79/1_mann-filter.html,,RIETSCHLE,84213100,0.06,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
